Company Name,Sanctions Program,Country,Risk Details
JOINT STOCK COMPANY POLIMER,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1026303177119 (Russia); Tax ID No. 6335005315 (Russia).
LIMITED LIABILITY COMPANY SPECTRUM,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5053068643 (Russia); Registration Number 1105053000656 (Russia).
JSC MINSK MECHANICAL PLANT NAMED AFTER S.I. VAVILOV MANAGEMENT COMPANY OF BELOMO HOLDING,BELARUS-EO14038,Belarus,Target Type State-Owned Enterprise; Tax ID No. 100185185 (Belarus); Government Gazette Number 14541426 (Belarus).
JSC ZENIT BELOMO,BELARUS-EO14038,Belarus,Target Type State-Owned Enterprise; Tax ID No. 600102155 (Belarus).
SCIENTIFIC TECHNICAL CENTER LEMT BELOMO,BELARUS-EO14038,Belarus,Target Type State-Owned Enterprise; Tax ID No. 100230590 (Belarus).
EXPOBANK JOINT STOCK COMPANY,RUSSIA-EO14024,Russia,SWIFT/BIC EXPNRUMM; Website www.expobank.ru; Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 27 Jul 1994; Target Type Financial Institution; Tax ID No. 7708397772 (Russia); Legal Entity Number 25340021X4U05MWVZ818; Registration Number 1217700369083 (Russia).
AKTSIONERNOE OBSHCHESTVO MARPOSADKABEL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 26 Apr 2004; Tax ID No. 2111006918 (Russia); Registration Number 1042135001600 (Russia).
JOINT STOCK COMPANY ZAVOD CHUVASHKABEL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 2127009135 (Russia); Registration Number 1022100967635 (Russia).
PODOLSKKABEL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 09 Jun 1941; Tax ID No. 5036002480 (Russia); Registration Number 1025004706825 (Russia).
AO EIRBURG,RUSSIA-EO14024,Russia,"Website air-burg.ru; Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 09 Jul 2021; alt. Organization Established Date 08 Oct 2013; Organization Type: Manufacture of air and spacecraft and related machinery; Tax ID No. 6671172432 (Russia); Government Gazette Number 49681112 (Russia); Business Registration Number 1216600040194 (Russia); a.k.a. 'JSC AIRBURG'; a.k.a. 'OKB UZGA, OOO'."
AKTSIONERNOE OBSHCHESTVO IRKUTSKKABEL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 10 Oct 2002; Tax ID No. 3821000937 (Russia); Registration Number 1023802256015 (Russia).
SETTLEMENT NON BANK CREDIT ORGANIZATION METALLURG,RUSSIA-EO14024,Russia,SWIFT/BIC MECCRUM1; Website www.metallurgbank.ru; Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 1994; Target Type Financial Institution; Tax ID No. 7703010220 (Russia); Registration Number 1027739246490 (Russia).
LIMITED LIABILITY COMPANY TUBOR,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5246018014 (Russia); Registration Number 1027739221290 (Russia).
LIMITED LIABILITY COMPANY VELIKOLUKSKY BATTERY PLANT IMPULS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7722384856 (Russia); Registration Number 5167746421431 (Russia); a.k.a. 'VAZ IMPULS'.
OOO SMARTLOGISTER,RUSSIA-EO14024,Oman,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7728356076 (Russia); License L2032319 (Oman); alt. License L2125557 (Oman); Registration Number 5167746459084 (Russia); alt. Registration Number 1466126 (Oman).
LIMITED LIABILITY COMPANY URALHELICOM,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6625029332 (Russia); Registration Number 1036601478980 (Russia).
OOO MONITORING,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7810728739 (Russia); Registration Number 1027804891476 (Russia).
EKOS1 JOINT STOCK COMPANY,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7729328949 (Russia); Registration Number 1027739085252 (Russia).
LIMITED LIABILITY COMPANY TENRON,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7710643062 (Russia); Registration Number 5067746491930 (Russia).
SIGMA TEKH,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5408264672 (Russia); Registration Number 1085473011678 (Russia).
FOTONIKS KLAUD,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7751175688 (Russia); Registration Number 1207700027501 (Russia).
LABSAINTIFIK,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5018203360 (Russia); Registration Number 1205000019510 (Russia).
ELFOR TL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7703291469 (Russia); Registration Number 1027700337686 (Russia).
THAMESTONE SA,RUSSIA-EO14024,Switzerland,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 22 Dec 2014; Tax ID No. 299161819 (Switzerland); Company Number CHE-299.161.819 (Switzerland); Registration Number CH-660.3.487.014-6 (Switzerland).
STRELOI EKOMMERTS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7840068335 (Russia); Registration Number 1177847239976 (Russia).
MACRO EMS LTD,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7810895610 (Russia); Registration Number 1129847011150 (Russia).
MICRO ELECTRONICS TECHNOLOGIES PTE LTD,RUSSIA-EO14024,Singapore,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 09 Nov 2017; Tax ID No. 201732202G (Singapore).
ONSHOR VIND,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7816690721 (Russia); Registration Number 1197847032503 (Russia).
STERLING SHIPPING INCORPORATED,RUSSIA-EO14024,,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Identification Number IMO 5206051.
STREYMOY SHIPPING LIMITED,RUSSIA-EO14024,,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Identification Number IMO 5724311.
HS ATLANTICA LIMITED,RUSSIA-EO14024,,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Identification Number IMO 6356766.
PICASO 3D LLC,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7735607524 (Russia); Registration Number 1147748027460 (Russia).
LIMITED LIABILITY COMPANY TSVETNOY MIR,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5029114546 (Russia); Registration Number 1085029004257 (Russia); a.k.a. 'COLOR WORLD LTD'.
LIMITED LIABILITY COMPANY NISSA DIGISPACE,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7731581138 (Russia); Registration Number 1077763331623 (Russia).
LIMITED LIABILITY COMPANY ENGINEERING FIRM AB UNIVERSAL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5027000367 (Russia); Registration Number 1035010950974 (Russia).
MYTISHCHI INSTRUMENT ENGINEERING PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5029217125 (Russia); Registration Number 1175029001641 (Russia); a.k.a. 'MIEP LLC'.
SUN SHIP MANAGEMENT D LTD,RUSSIA-EO14024,United Arab Emirates,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 02 Aug 2012; UAE Identification 1244 (United Arab Emirates); Registration Number 11440513 (United Arab Emirates).
JOINT STOCK COMPANY PROMTECH SERVICE,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5006013990 (Russia); Registration Number 1105015000496 (Russia).
"IMAXCHIP TECHNOLOGY CO., LIMITED",RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 21 May 2018; Commercial Registry Number 2697983 (Hong Kong); Business Registration Number 69392858 (Hong Kong).
MEGASAN ELEKTRONIK TICARET VE SANAYI ANONIM SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6130759760 (Turkey); Business Registration Number 361943 (Turkey).
KONOMAR GEMI ELEKTRIK VE ELEKTRONIK LIMITED SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5760525158 (Turkey); Business Registration Number 59678 (Turkey).
KARTAL EXIM DIS TICARET LIMITED SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 01 Jul 2022; Tax ID No. 5261519659 (Turkey); Business Registration Number 391396 (Turkey).
PUBLIC JOINT STOCK COMPANY CHELYABINSKIY MASHINOSTROITELNYY ZAVOD AVTOMOBILNYKH PRITSEPOV URALAVTOPRITSEP,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7450003445 (Russia); Registration Number 1027402815362 (Russia).
GLOBUS TURKEY LOJISTIK DIS TICARET LIMITED SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 04 Apr 2022; Tax ID No. 3961454218 (Turkey); Business Registration Number 372297 (Turkey).
"WUHAN GLOBAL SENSOR TECHNOLOGY CO., LTD.",RUSSIA-EO14024,China,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 28 Apr 2013; Unified Social Credit Code (USCC) 914201000668186736 (China).
OZKAYA OTOMOTIV MAMULLERI PAZARLAMA SANAYI VE TICARET ANONIM SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6990324615 (Turkey); Business Registration Number 157085 (Turkey).
SIBELECTROPRIVOD LLC,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5401232181 (Russia); Registration Number 1045400530922 (Russia).
EGETIR OTOMOTIV SANAYI VE TICARET LIMITED SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Chamber of Commerce Number 1138121 (Turkey); Business Registration Number 126793 (Turkey).
BOSFOR AVRASYA IC VE DIS TICARET LIMITED SIRKETI,RUSSIA-EO14024,Turkey,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 1800970008 (Turkey); Business Registration Number 384592 (Turkey).
ENGELSSKOE PRIBOROSTROITELNOE OBYEDINENIE SIGNAL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6449042991 (Russia); Registration Number 1026401974972 (Russia); a.k.a. 'EPO SIGNAL'.
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MANOMETR,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7709623086 (Russia); Registration Number 1057747672674 (Russia).
LIMITED LIABILITY COMPANY METALLMASH,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 9705075682 (Russia); Registration Number 1167746860005 (Russia).
"SINO MACHINERY CO., LTD.",RUSSIA-EO14024,China,Website www.sinocnc.com.cn; Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 25 Aug 2017; Unified Social Credit Code (USCC) 91341000MA2NY77U6X (China).
LIMITED LIABILITY COMPANY BITVAN,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7451298738 (Russia); Registration Number 1107451004979 (Russia).
LIMITED LIABILITY COMPANY METALMASTER,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7725844340 (Russia); Registration Number 5147746191005 (Russia).
LIMITED LIABILITY COMPANY AGRISOVGAZ,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 4011003730 (Russia); Registration Number 1024000691725 (Russia).
GRIFFON FZC,RUSSIA-EO14024,United Arab Emirates,Secondary sanctions risk: See Section 11 of Executive Order 14024.; License 16523 (United Arab Emirates); Economic Register Number (CBLS) 11618197 (United Arab Emirates).
LIMITED LIABILITY COMPANY INVENT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5257114908 (Russia); Registration Number 1105257000970 (Russia); a.k.a. 'INVENT LTD'.
JOINT STOCK COMPANY PROMTECH DUBNA,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5010041037 (Russia); Registration Number 1105010000974 (Russia).
"JIANGXI LIANSHENG TECHNOLOGY CO., LTD",RUSSIA-EO14024,China,Website www.jxlszb.com; Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 24 Jun 2011; Unified Social Credit Code (USCC) 913601215761389180 (China).
JOINT STOCK COMPANY AEROSPACE SYSTEMS DESIGN BUREAU,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5010041950 (Russia); Registration Number 1105010002240 (Russia).
LIMITED LIABILITY COMPANY GAAN CORPORATION,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7722460151 (Russia); Registration Number 1187746507816 (Russia).
JOINT STOCK COMPANY DUBNA CABLE PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5010054903 (Russia); Registration Number 1185007007261 (Russia).
OPEN JOINT STOCK COMPANY DOLTA,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7715352814 (Russia); Registration Number 1027715012863 (Russia).
JOINT STOCK COMPANY ZAVOD KORPUSOV,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5247005096 (Russia); Registration Number 1025201638087 (Russia).
ATOMSPETSPROJECT JOINT STOCK COMPANY,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5006008848 (Russia); Registration Number 1035001500137 (Russia).
CLOSED JOINT STOCK COMPANY VOLOGDA BEARING PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 3525027150 (Russia); Registration Number 1023500880369 (Russia).
OPEN JOINT STOCK COMPANY RIKOR ELECTRONICS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5243001622 (Russia); Registration Number 1025201335279 (Russia).
JOINT STOCK COMPANY VOLSK MECHANICAL PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6441019849 (Russia); Registration Number 1106441000951 (Russia).
LIMITED LIABILITY COMPANY NORTHWESTERN BEARING COMPANY,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7826058631 (Russia); Registration Number 1027810311572 (Russia).
LIMITED LIABILITY COMPANY AVISTO,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 3128055665 (Russia); Registration Number 1063128021758 (Russia).
LIMITED LIABILITY COMPANY SREDNEVOLZHSKY BEARING PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6319130781 (Russia); Registration Number 1066319099604 (Russia).
LIMITED LIABILITY COMPANY AUTOMIZATION AND COMMUNICATION SERVICE,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 8605016748 (Russia); Registration Number 1038602103671 (Russia).
JOINT STOCK COMPANY PROMTECH ULYANOVSK,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7329009137 (Russia); Registration Number 1137329000060 (Russia).
LIMITED LIABILITY COMPANY PENZA BEARING PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5834018533 (Russia); Registration Number 1025801102051 (Russia).
"CHANG GUANG SATELLITE TECHNOLOGY CO., LTD.",RUSSIA-EO14024,China,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 2014; Unified Social Credit Code (USCC) 91220101310012867G (China); a.k.a. 'CHARMING GLOBE'.
AKTSIONERNOE OBSHCHESTVO ZAVOD SELMASH,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 4345195478 (Russia); Registration Number 1074345039339 (Russia).
WEITMANN HANDELN ALLIANZ LLC,RUSSIA-EO14024,Kyrgyzstan,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 02408202210629 (Kyrgyzstan); Registration Number 31562175 (Kyrgyzstan).
DUBNA SWITCHING EQUIPMENT PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5010056160 (Russia); Registration Number 1195081030781 (Russia).
LIMITED LIABILITY COMPANY AVIATEKSIM,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7719188717 (Russia); Registration Number 1027739516111 (Russia).
JOINT STOCK COMPANY SCIENTIFIC AND TECHNICAL COMPANY AZIMUT PHOTONICS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7706724914 (Russia); Registration Number 1097746561219 (Russia).
JOINT STOCK COMPANY DIGITAL MANUFACTORY,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5010058760 (Russia); Registration Number 1215000095750 (Russia).
LIMITED LIABILITY COMPANY VOLGOGRADPROMPROEKT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 3447025850 (Russia); Registration Number 1073461005672 (Russia).
LIMITED LIABILITY COMPANY DM TECHNOLOGIES,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 9725082127 (Russia); Registration Number 1227700242252 (Russia).
JOINT STOCK COMPANY NOVOSIBIRSK INSTRUMENT MAKING PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5402534261 (Russia); Registration Number 1115476008889 (Russia); a.k.a. 'AO NPZ'.
JOINT STOCK COMPANY KAMENSKVOLOKNO,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 6147019153 (Russia); Registration Number 1026102103466 (Russia).
"BEIJING YUNZE TECHNOLOGY CO., LTD.",RUSSIA-EO14024,China,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 05 Jan 2016 to 06 Jan 2016; Unified Social Credit Code (USCC) 91110114MA0031TR1Y (China); Linked To: PRIVATE MILITARY COMPANY 'WAGNER'.
JOINT STOCK COMPANY BRYANSK CHEMICAL PLANT OF THE 50TH ANNIVERSARY OF THE USSR,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 3255517496 (Russia); Registration Number 1113256022505 (Russia).
LIMITED LIABILITY COMPANY PROMTEKHPOSTAVKA,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5024190818 (Russia); Registration Number 1185053042350 (Russia).
UMAC LLC,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7727655443 (Russia); Registration Number 1087746781572 (Russia).
LIMITED LIABILITY COMPANY SCIENTIFIC RESEARCH INSTITUTE FOR PRECISION MECHANICS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7453288132 (Russia); Registration Number 1157453010670 (Russia).
FEDERAL STATE ENTERPRISE ANOZIT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5452112527 (Russia); Registration Number 1065471010340 (Russia).
AUTONOMOUS NONPROFIT ORGANIZATION INSTITUTE OF MARINE INSTRUMENTATION AND ROBOTICS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 9200000727 (Russia); Registration Number 1209200006366 (Russia).
AKTSIONERNOE OBSHCHESTVO PROMYSHLENNYE TEKHNOLOGII,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5024101198 (Russia); Registration Number 1085024625510 (Russia).
INTERMODAL MALDIVES,RUSSIA-EO14024,Maldives,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number SP-0663/2022 (Maldives).
JOINT STOCK COMPANY PROMTEKH KAZAN,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 1661051599 (Russia); Registration Number 1161690188857 (Russia).
CHAMAIYATI DOROI MASAULIYATI MAKHDUDI KAFOLATI KOMIL,RUSSIA-EO14024,Tajikistan,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 010099789 (Tajikistan); Registration Number 0110023953 (Tajikistan).
JOINT STOCK COMPANY KRASNOZNAMENSK SEMICONDUCTORS FACTORY ARSENAL,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5006237189 (Russia); Registration Number 1115032003074 (Russia).
JOINT STOCK COMPANY PROMTEKH IRKUTSK,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 3810058501 (Russia); Registration Number 1153850024723 (Russia).
PROMTECHCOMPLEKT JSC,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5032030550 (Russia); Registration Number 1035006458772 (Russia).
LIMITED LIABILITY COMPANY PRIUS ELECTRONICS,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7743353866 (Russia); Registration Number 1217700042230 (Russia).
MORDOVIA RADIO ELECTRONIC COMPANY,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 1324000130 (Russia); Registration Number 1111324000501 (Russia); a.k.a. 'AO MPK'.
"IZZITION E-TECHNOLOGY CO., LIMITED",RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 23 Mar 2006; Commercial Registry Number 1033045 (Hong Kong).
LIMITED LIABILITY COMPANY KYIV SQUARE,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7730051836 (Russia); Registration Number 1157746121400 (Russia).
LIMITED LIABILITY COMPANY NORTHERN TECHNOLOGIES,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7840064348 (Russia); Registration Number 1177847106458 (Russia).
WAYTOP INDUSTRIAL LIMITED,RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 10 Aug 2007; Commercial Registry Number 1157470 (Hong Kong).
JOINT STOCK COMPANY KAZAN COMPRESSOR MACHINERY PLANT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 1660004878 (Russia); Registration Number 1021603620114 (Russia).
LIMITED LIABILITY COMPANY GAZPROM LINDE ENGINEERING,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 0266023912 (Russia); Registration Number 1040203382845 (Russia); a.k.a. 'LLC GL ENGINEERING'; a.k.a. 'GLE LLC'.
INTERNATIONAL COMPANY LIMITED LIABILITY COMPANY KHORVIK,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 2540270365 (Russia); Registration Number 1222500017574 (Russia).
JOINT STOCK COMPANY RADIOPRIBORSNAB,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7731631438 (Russia); Registration Number 1097746424181 (Russia).
JOINT STOCK COMPANY TULATOCHMASH,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7106002829 (Russia); Registration Number 1027100738565 (Russia).
LIMITED LIABILITY COMPANY PROMELEKTRO ENGINEERING,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 1167746607511 (Russia).
HIGHLAND GOLD MINING LIMITED,RUSSIA-EO14024,,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 23 May 2002; Organization Type: Mining of other non-ferrous metal ores.
C&I SEMICONDUCTORS CO LIMITED,RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 1263816 (Hong Kong).
FEDERAL STATE ENTERPRISE PERM POWDER PLANT,UKRAINE-EO13662] [RUSSIA-EO14024,Russia,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Tax ID No. 5908006119 (Russia); Registration Number 1025901604156 (Russia); a.k.a. 'PERM GUNPOWDER MILL'."
AUTONOMOUS NONPROFIT ORGANIZATION TESTING AND CERTIFICATION CENTER PROMTECHNOCERT,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7743089160 (Russia); Registration Number 1107799004323 (Russia).
CADY TECH HK LIMITED,RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 1190391 (Hong Kong).
LIMITED LIABILITY COMPANY RADIOPRIBORSNAB,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 5029221971 (Russia); Registration Number 1175029015457 (Russia).
LIMITED LIABILITY COMPANY CHIPDEVICE,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7806598766 (Russia); Registration Number 1227800066999 (Russia).
UNITED ELECTRONICS GROUP COMPANY LIMITED,RUSSIA-EO14024,Hong Kong,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 2407573 (Hong Kong).
TRANS SIBERIAN GOLD LIMITED,RUSSIA-EO14024,United Kingdom,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 01067991 (United Kingdom).
LIMITED LIABILITY COMPANY MODERN CONVERSION TECHNOLOGIES,RUSSIA-EO14024,Russia,Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7724807761 (Russia); Registration Number 1117746810939 (Russia).
